Species_ID	Gene_ID	Group	Annotation
Ttru	XP_033722947.1	Fox	Fox-J2
Pgig	XP_039730188.1	Fox	Fox-J2
Hsap	XP_011519063.1	Fox	Fox-J2
Equa	XP_046526439.1	Fox	Fox-J2
Shar	XP_031794189.1	Fox	Fox-J2
Scar	XP_047406645.1	Fox	Fox-J2
Cimi	XP_017367793.1	Fox	Fox-J2
Csim	XP_004438721.1	Fox	Fox-J2
Emax	XP_049738321.1	Fox	Fox-J2
Tman	XP_004387308.1	Fox	Fox-J2
Bmus	XP_036722276.1	Fox	Fox-J2
Dnov	XP_004455323.1	Fox	Fox-J2
Mmus	NP_068699.1	Fox	Fox-J2
Bbub	XP_025138942.2	Fox	Fox-J2
Casi	XP_006875525.1	Fox	Fox-J2
Mjav	XP_017507797.1	Fox	Fox-J2
Drot	XP_053777818.1	Fox	Fox-J2
Mdom	XP_001364301.2	Fox	Fox-J2
Rfer	XP_032973158.1	Fox	Fox-J2
Cdro	XP_031300018.1	Fox	Fox-J2
Opri	XP_004596477.2	Fox	Fox-J2
Cpor	XP_003470329.1	Fox	Fox-J2
Ptig	XP_042847649.1	Fox	Fox-J2
Ggal	XP_046759046.1	Fox	Fox-J2
Amel	XP_034501007.1	Fox	Fox-J2
Oafe	XP_007935347.1	Fox	Fox-J2
Mang	XP_045729866.1	Fox	Fox-J2
Lcat	XP_045410352.1	Fox	Fox-J2
Cdid	XP_037701021.1	Fox	Fox-J2
Clup	XP_038432619.1	Fox	Fox-J2
Opri	XP_004592944.1	Fox	Fox-J1
Bmus	XP_036692694.1	Fox	Fox-J1
Ttru	XP_033703524.1	Fox	Fox-J1
Mdom	XP_016286122.1	Fox	Fox-J1
Pafr	XP_047614731.1	Fox	Fox-J1
Mjav	XP_017529912.2	Fox	Fox-J1
Cpor	XP_003461484.1	Fox	Fox-J1
Mmus	XP_006532332.1	Fox	Fox-J1
Ptig	XP_042823405.1	Fox	Fox-J1
Equa	XP_046530684.1	Fox	Fox-J1
Clup	XP_038402010.1	Fox	Fox-J1
Emax	XP_049715791.1	Fox	Fox-J1
Oana	XP_028912588.1	Fox	Fox-J1
Tman	XP_004374194.1	Fox	Fox-J1
Drot	XP_045046069.2	Fox	Fox-J1
Hsap	NP_001445.2	Fox	Fox-J1
Pgig	XP_039715456.1	Fox	Fox-J1
Cimi	XP_017391310.1	Fox	Fox-J1
Rfer	XP_032946522.1	Fox	Fox-J1
Lcat	XP_045381684.1	Fox	Fox-J1
Dnov	XP_004454510.2	Fox	Fox-J1
Ggal	NP_001308464.2	Fox	Fox-J1
Hamp	XP_057572756.1	Fox	Fox-J1
Cdro	XP_031325009.1	Fox	Fox-J1
Oafe	XP_007957820.1	Fox	Fox-J1
Amel	XP_034497541.1	Fox	Fox-J1
Cdid	XP_037665215.1	Fox	Fox-J1
Shar	XP_031821724.1	Fox	Fox-J1
Scar	XP_047399365.1	Fox	Fox-J1
Csim	XP_004432853.1	Fox	Fox-J1
Casi	XP_006869617.1	Fox	Fox-J1
Bbub	XP_006045356.1	Fox	Fox-J1
Mang	XP_045743961.1	Fox	Fox-J1
Oana	XP_039768325.1	Fox	Fox-P3
Pgig	XP_039699607.1	Fox	Fox-P3
Csim	XP_014646458.1	Fox	Fox-P3
Equa	XP_046528495.1	Fox	Fox-P3
Cpor	XP_023417629.1	Fox	Fox-P3
Rfer	XP_032973683.1	Fox	Fox-P3
Oafe	XP_007956564.1	Fox	Fox-P3
Shar	XP_023363009.2	Fox	Fox-P3
Bmus	XP_036695836.1	Fox	Fox-P3
Mdom	XP_056665055.1	Fox	Fox-P3
Cimi	XP_037589291.1	Fox	Fox-P3
Emax	XP_049728302.1	Fox	Fox-P3
Drot	XP_053773440.1	Fox	Fox-P3
Mjav	XP_036852243.1	Fox	Fox-P3
Mmus	NP_001186276.1	Fox	Fox-P3
Ttru	XP_033704944.1	Fox	Fox-P3
Cdid	XP_037677418.1	Fox	Fox-P3
Bbub	XP_006073707.2	Fox	Fox-P3
Casi	XP_006876748.1	Fox	Fox-P3
Scar	XP_047391408.1	Fox	Fox-P3
Hamp	XP_057574707.1	Fox	Fox-P3
Lcat	XP_045393738.1	Fox	Fox-P3
Pafr	XP_047620716.1	Fox	Fox-P3
Amel	XP_011221377.1	Fox	Fox-P3
Dnov	XP_023446473.1	Fox	Fox-P3
Ptig	XP_007096061.2	Fox	Fox-P3
Opri	XP_058514303.1	Fox	Fox-P3
Clup	NP_001161933.1	Fox	Fox-P3
Mang	XP_045729506.1	Fox	Fox-P3
Cdid	XP_037677000.1	Fox	Fox-P3
Hsap	NP_054728.2	Fox	Fox-P3
Cdro	XP_031301084.1	Fox	Fox-P3
Tman	XP_004376890.1	Fox	Fox-P3
Oana	XP_028909446.1	Fox	Fox-F2
Oana	XP_028912286.1	Fox	Fox-F2
Opri	XP_012786079.2	Fox	Fox-L3
Mdom	XP_007498348.2	Fox	Fox-L3
Drot	XP_045040885.2	Fox	Fox-L3
Rfer	XP_032952385.1	Fox	Fox-L3
Scar	XP_047390130.1	Fox	Fox-L3
Oana	XP_001511921.2	Fox	Fox-L3
Ttru	XP_004328913.2	Fox	Fox-L3
Dnov	XP_058141662.1	Fox	Fox-L3
Mmus	NP_001182057.1	Fox	Fox-L3
Hsap	NP_001361767.1	Fox	Fox-L3
Emax	XP_049761077.1	Fox	Fox-L3
Mang	XP_045728168.1	Fox	Fox-L3
Mjav	XP_036864912.1	Fox	Fox-L3
Shar	XP_012398242.1	Fox	Fox-L3
Cimi	XP_017363768.1	Fox	Fox-L3
Hamp	XP_057605555.1	Fox	Fox-L3
Pafr	XP_047635063.1	Fox	Fox-L3
Tman	XP_004386032.1	Fox	Fox-L3
Csim	XP_004440991.1	Fox	Fox-L3
Equa	XP_046523569.1	Fox	Fox-L3
Lcat	XP_045398087.1	Fox	Fox-L3
Cpor	XP_003469985.1	Fox	Fox-L3
Bmus	XP_036680082.1	Fox	Fox-L3
Bbub	XP_044792209.1	Fox	Fox-L3
Clup	XP_038394791.1	Fox	Fox-L3
Casi	XP_006859950.1	Fox	Fox-L3
Cdid	XP_037669698.1	Fox	Fox-L3
Ptig	XP_042828254.1	Fox	Fox-L3
Ggal	XP_425229.3	Fox	Fox-L3
Cdro	XP_031327057.1	Fox	Fox-L3
Amel	XP_034525410.1	Fox	Fox-L3
Oafe	XP_007941358.1	Fox	Fox-L3
Cdro	XP_031326970.1	Fox	Fox-P1
Oafe	XP_007944266.1	Fox	Fox-P1
Ttru	XP_033721167.1	Fox	Fox-P1
Amel	XP_011217264.1	Fox	Fox-P1
Mdom	XP_007500148.1	Fox	Fox-P1
Opri	XP_058534843.1	Fox	Fox-P1
Shar	XP_031801298.1	Fox	Fox-P1
Pafr	XP_047635064.1	Fox	Fox-P1
Mjav	XP_036875087.1	Fox	Fox-P1
Hsap	NP_001231739.1	Fox	Fox-P1
Casi	XP_006874684.1	Fox	Fox-P1
Emax	XP_049718943.1	Fox	Fox-P1
Mjav	XP_036860335.1	Fox	Fox-P1
Pgig	XP_039707610.1	Fox	Fox-P1
Drot	XP_045048358.1	Fox	Fox-P1
Mmus	XP_030110934.1	Fox	Fox-P1
Tman	XP_023583661.1	Fox	Fox-P1
Cimi	XP_017398291.1	Fox	Fox-P1
Rfer	XP_032987798.1	Fox	Fox-P1
Scar	XP_047390767.1	Fox	Fox-P1
Ptig	XP_042835351.1	Fox	Fox-P1
Oana	XP_039766065.1	Fox	Fox-P1
Equa	XP_046523540.1	Fox	Fox-P1
Clup	XP_038421798.1	Fox	Fox-P1
Mang	XP_054360611.1	Fox	Fox-P1
Bmus	XP_036724195.1	Fox	Fox-P1
Cpor	XP_005005313.1	Fox	Fox-P1
Cdid	XP_037656169.1	Fox	Fox-P1
Hamp	XP_057561364.1	Fox	Fox-P1
Lcat	XP_045385591.1	Fox	Fox-P1
Bbub	XP_044789782.1	Fox	Fox-P1
Csim	XP_004419976.1	Fox	Fox-P1
Dnov	XP_004482088.1	Fox	Fox-P1
Ggal	XP_040502196.1	Fox	Fox-P1
Tman	XP_004385433.1	Fox	Fox-N1
Pafr	XP_047614767.1	Fox	Fox-N1
Cdid	XP_037665986.1	Fox	Fox-N1
Casi	XP_006874270.1	Fox	Fox-N1
Emax	XP_049715494.1	Fox	Fox-N1
Scar	XP_047401997.1	Fox	Fox-N1
Oafe	XP_007935559.1	Fox	Fox-N1
Ggal	XP_415816.5	Fox	Fox-N1
Mmus	XP_006532328.1	Fox	Fox-N1
Oana	XP_039770471.1	Fox	Fox-N1
Mdom	XP_001375832.1	Fox	Fox-N1
Dnov	XP_004450005.2	Fox	Fox-N1
Shar	XP_031823539.1	Fox	Fox-N1
Cpor	XP_023420823.1	Fox	Fox-N1
Lcat	XP_045381339.1	Fox	Fox-N1
Bbub	XP_025136790.1	Fox	Fox-N1
Opri	XP_004593965.2	Fox	Fox-N1
Bmus	XP_036693663.1	Fox	Fox-N1
Drot	XP_045055001.2	Fox	Fox-N1
Amel	XP_034496649.1	Fox	Fox-N1
Pgig	XP_039742030.1	Fox	Fox-N1
Rfer	XP_032947344.1	Fox	Fox-N1
Mang	XP_045744088.1	Fox	Fox-N1
Equa	XP_046533715.1	Fox	Fox-N1
Cimi	XP_037599212.1	Fox	Fox-N1
Mjav	XP_017515466.1	Fox	Fox-N1
Hamp	XP_057571196.1	Fox	Fox-N1
Hsap	XP_011523660.1	Fox	Fox-N1
Ptig	XP_007076110.1	Fox	Fox-N1
Ttru	XP_033703421.1	Fox	Fox-N1
Cdro	XP_031324225.1	Fox	Fox-N1
Csim	XP_014645264.1	Fox	Fox-N1
Clup	XP_038404162.1	Fox	Fox-N1
Shar	XP_003760278.3	Fox	Fox-F2
Drot	XP_024408147.2	Fox	Fox-F2
Mdom	XP_001378770.3	Fox	Fox-F2
Casi	XP_006870627.1	Fox	Fox-F2
Equa	XP_046496582.1	Fox	Fox-F2
Bmus	XP_036725085.1	Fox	Fox-F2
Lcat	XP_045408674.1	Fox	Fox-F2
Opri	XP_012785618.3	Fox	Fox-F2
Tman	XP_012414385.1	Fox	Fox-F2
Mjav	XP_036867662.1	Fox	Fox-F2
Cdro	XP_010975130.2	Fox	Fox-F2
Hsap	NP_001443.1	Fox	Fox-F2
Emax	XP_049738291.1	Fox	Fox-F2
Pgig	XP_039725405.1	Fox	Fox-F2
Csim	XP_004419240.1	Fox	Fox-F2
Cdid	XP_037700041.1	Fox	Fox-F2
Dnov	XP_023447171.2	Fox	Fox-F2
Cimi	XP_017352993.2	Fox	Fox-F2
Oafe	XP_007933567.1	Fox	Fox-F2
Ptig	XP_042841202.1	Fox	Fox-F2
Mmus	NP_034355.2	Fox	Fox-F2
Scar	XP_047414417.1	Fox	Fox-F2
Bbub	XP_025120520.3	Fox	Fox-F2
Mang	XP_045721916.1	Fox	Fox-F2
Amel	XP_034516095.1	Fox	Fox-F2
Rfer	XP_032969138.1	Fox	Fox-F2
Clup	XP_038439937.1	Fox	Fox-F2
Ttru	XP_004311990.3	Fox	Fox-F2
Pafr	XP_047651459.1	Fox	Fox-F2
Hamp	XP_057555617.1	Fox	Fox-F2
Ggal	XP_046759228.1	Fox	N/A
Mdom	XP_007491677.2	Fox	N/A
Shar	XP_031817418.1	Fox	N/A
Oana	XP_028911073.1	Fox	Fox-L2
Rfer	XP_032988626.1	Fox	Fox-L2
Ggal	NP_001012630.1	Fox	Fox-L2
Mdom	XP_007494005.2	Fox	Fox-L2
Emax	XP_049726166.1	Fox	Fox-L2
Hsap	NP_075555.1	Fox	Fox-L2
Amel	XP_034517711.1	Fox	Fox-L2
Drot	XP_024421665.2	Fox	Fox-L2
Mang	XP_045719675.1	Fox	Fox-L2
Tman	XP_004381516.1	Fox	Fox-L2
Casi	XP_006846679.1	Fox	Fox-L2
Csim	XP_004419996.1	Fox	Fox-L2
Mmus	NP_036150.1	Fox	Fox-L2
Pafr	XP_047639332.1	Fox	Fox-L2
Bbub	XP_025146742.1	Fox	Fox-L2
Opri	XP_012783325.2	Fox	Fox-L2
Shar	XP_031815678.1	Fox	Fox-L2
Hamp	XP_057595697.1	Fox	Fox-L2
Cimi	XP_017379188.1	Fox	Fox-L2
Cdid	XP_037683851.1	Fox	Fox-L2
Equa	XP_046508064.1	Fox	Fox-L2
Mjav	XP_036847828.1	Fox	Fox-L2
Cdro	XP_031299319.1	Fox	Fox-L2
Lcat	XP_045411920.1	Fox	Fox-L2
Clup	XP_038426115.1	Fox	Fox-L2
Cpor	XP_023415973.1	Fox	Fox-L2
Ptig	XP_042812852.1	Fox	Fox-L2
Oafe	XP_007945699.1	Fox	Fox-L2
Ttru	XP_019789813.1	Fox	Fox-L2
Pgig	XP_039692762.1	Fox	Fox-L2
Bmus	XP_036707130.1	Fox	Fox-L2
Scar	XP_047420926.1	Fox	Fox-L2
Oana	XP_028902621.2	Fox	Fox-I3
Bmus	XP_036729925.1	Fox	Fox-I3
Lcat	XP_045404844.1	Fox	Fox-I3
Casi	XP_006875916.1	Fox	Fox-I3
Dnov	XP_004472353.2	Fox	Fox-I3
Emax	XP_049713621.1	Fox	Fox-I3
Csim	XP_004437309.2	Fox	Fox-I3
Cimi	XP_017392139.1	Fox	Fox-I3
Bbub	XP_025116942.2	Fox	Fox-I3
Pgig	XP_039708536.1	Fox	Fox-I3
Cdid	XP_037663497.1	Fox	Fox-I3
Tman	XP_004390712.1	Fox	Fox-I3
Clup	NP_001129118.1	Fox	Fox-I3
Opri	XP_004590794.2	Fox	Fox-I3
Pafr	XP_047635149.1	Fox	Fox-I3
Hamp	XP_057599300.1	Fox	Fox-I3
Mang	XP_045739697.1	Fox	Fox-I3
Amel	XP_002922377.3	Fox	Fox-I3
Ttru	XP_033694400.1	Fox	Fox-I3
Scar	XP_047393964.1	Fox	Fox-I3
Hsap	NP_001129121.1	Fox	Fox-I3
Mmus	NP_001094934.1	Fox	Fox-I3
Rfer	XP_032980088.1	Fox	Fox-I3
Ptig	XP_042837881.1	Fox	Fox-I3
Equa	XP_046517777.1	Fox	Fox-I3
Cdro	XP_010996180.2	Fox	Fox-I3
Mjav	XP_017536768.2	Fox	Fox-I3
Oafe	XP_007952295.1	Fox	Fox-I3
Drot	XP_024408151.2	Fox	Fox-I3
Oana	XP_028931929.2	Fox	Fox-L1
Bbub	XP_006047558.1	Fox	Fox-L1
Mdom	XP_056674514.1	Fox	Fox-L1
Oafe	XP_007937407.1	Fox	Fox-L1
Mjav	XP_036849629.1	Fox	Fox-L1
Rfer	XP_032984676.1	Fox	Fox-L1
Hamp	XP_057569166.1	Fox	Fox-L1
Pgig	XP_039744660.1	Fox	Fox-L1
Dnov	XP_058135467.1	Fox	Fox-L1
Csim	XP_004437100.1	Fox	Fox-L1
Casi	XP_006860180.1	Fox	Fox-L1
Opri	XP_004584130.2	Fox	Fox-L1
Clup	XP_038394040.1	Fox	Fox-L1
Hsap	NP_005241.1	Fox	Fox-L1
Drot	XP_024411663.1	Fox	Fox-L1
Amel	XP_002913428.1	Fox	Fox-L1
Cdro	XP_031292484.1	Fox	Fox-L1
Cimi	XP_017399161.1	Fox	Fox-L1
Cdid	XP_037671791.1	Fox	Fox-L1
Ttru	XP_004312143.1	Fox	Fox-L1
Rfer	XP_032984241.1	Fox	Fox-L1
Ptig	XP_042825075.1	Fox	Fox-L1
Bmus	XP_036688240.1	Fox	Fox-L1
Tman	XP_004377800.1	Fox	Fox-L1
Mang	XP_045746246.1	Fox	Fox-L1
Shar	XP_031806032.1	Fox	Fox-L1
Mmus	NP_032050.2	Fox	Fox-L1
Pafr	XP_047648182.1	Fox	Fox-L1
Equa	XP_046536521.1	Fox	Fox-L1
Scar	XP_047385703.1	Fox	Fox-L1
Ggal	XP_001231599.5	Fox	Fox-L1
Emax	XP_049720646.1	Fox	Fox-L1
Lcat	XP_045389091.1	Fox	Fox-L1
Ggal	XP_004948470.2	Fox	Fox-P4
Casi	XP_006860505.1	Fox	Fox-P4
Equa	XP_046496143.1	Fox	Fox-P4
Cdid	XP_037698927.1	Fox	Fox-P4
Mdom	XP_056674181.1	Fox	Fox-P4
Oafe	XP_007934458.1	Fox	Fox-P4
Opri	XP_058519292.1	Fox	Fox-P4
Mmus	XP_017173175.1	Fox	Fox-P4
Rfer	XP_032956861.1	Fox	Fox-P4
Hsap	XP_011512591.1	Fox	Fox-P4
Ptig	XP_042842255.1	Fox	Fox-P4
Ttru	XP_033720169.1	Fox	Fox-P4
Mang	XP_045722826.1	Fox	Fox-P4
Mjav	XP_036861021.1	Fox	Fox-P4
Cimi	XP_017402725.1	Fox	Fox-P4
Clup	XP_038409938.1	Fox	Fox-P4
Shar	XP_031820748.1	Fox	Fox-P4
Lcat	XP_045397843.1	Fox	Fox-P4
Pgig	XP_039710787.1	Fox	Fox-P4
Drot	XP_053769706.1	Fox	Fox-P4
Bmus	XP_036725368.1	Fox	Fox-P4
Amel	XP_002914563.3	Fox	Fox-P4
Csim	XP_004424223.1	Fox	Fox-P4
Oana	XP_028925009.1	Fox	Fox-P4
Hamp	XP_057555834.1	Fox	Fox-P4
Pafr	XP_047653356.1	Fox	Fox-P4
Cpor	XP_003473920.1	Fox	Fox-P4
Scar	XP_047414507.1	Fox	Fox-P4
Emax	XP_049747581.1	Fox	Fox-P4
Tman	XP_004379494.1	Fox	Fox-P4
Dnov	XP_058162686.1	Fox	Fox-P4
Bbub	XP_025125991.2	Fox	Fox-P4
Cdro	XP_031290589.1	Fox	Fox-P4
Bmus	XP_036718879.1	Fox	Fox-P2
Ttru	XP_019780690.1	Fox	Fox-P2
Lcat	XP_045420440.1	Fox	Fox-P2
Pgig	XP_039716577.1	Fox	Fox-P2
Csim	XP_004418850.1	Fox	Fox-P2
Shar	XP_031794706.1	Fox	Fox-P2
Equa	XP_046526335.1	Fox	Fox-P2
Cdro	XP_031311093.1	Fox	Fox-P2
Amel	XP_034526782.1	Fox	Fox-P2
Ptig	XP_042826228.1	Fox	Fox-P2
Opri	XP_058510875.1	Fox	Fox-P2
Cpor	XP_013013912.1	Fox	Fox-P2
Casi	XP_006859359.1	Fox	Fox-P2
Oana	XP_028928988.1	Fox	Fox-P2
Pafr	XP_047618861.1	Fox	Fox-P2
Oafe	XP_007942246.1	Fox	Fox-P2
Hsap	NP_683696.2	Fox	Fox-P2
Mdom	XP_007504226.1	Fox	Fox-P2
Ggal	XP_025007337.1	Fox	Fox-P2
Dnov	XP_058153204.1	Fox	Fox-P2
Bbub	XP_044802585.1	Fox	Fox-P2
Cimi	XP_017390531.1	Fox	Fox-P2
Rfer	XP_032954948.1	Fox	Fox-P2
Hamp	XP_057586867.1	Fox	Fox-P2
Mmus	XP_036021645.1	Fox	Fox-P2
Mjav	XP_036883368.1	Fox	Fox-P2
Emax	XP_049750594.1	Fox	Fox-P2
Cdid	XP_037692269.1	Fox	Fox-P2
Drot	XP_053782699.1	Fox	Fox-P2
Scar	XP_047417295.1	Fox	Fox-P2
Mang	XP_045720337.1	Fox	Fox-P2
Tman	XP_004382624.1	Fox	Fox-P2
Clup	XP_038413332.1	Fox	Fox-P2
Cdid	XP_037688024.1	Fox	N/A
Dnov	XP_058148549.1	Fox	N/A
Ggal	XP_414186.5	Fox	Fox-F1
Emax	XP_049720665.1	Fox	Fox-F1
Mdom	XP_001365832.4	Fox	Fox-F1
Hsap	NP_001442.2	Fox	Fox-F1
Clup	XP_038394042.1	Fox	Fox-F1
Mjav	XP_017511561.2	Fox	Fox-F1
Cimi	XP_017399155.2	Fox	Fox-F1
Bbub	XP_006047564.2	Fox	Fox-F1
Dnov	XP_058135594.1	Fox	Fox-F1
Drot	XP_053772163.1	Fox	Fox-F1
Tman	XP_004377797.2	Fox	Fox-F1
Bmus	XP_036688072.1	Fox	Fox-F1
Oana	XP_028931561.1	Fox	Fox-F1
Pafr	XP_047645925.1	Fox	Fox-F1
Scar	XP_047385701.1	Fox	Fox-F1
Lcat	XP_045389195.1	Fox	Fox-F1
Shar	XP_003758519.2	Fox	Fox-F1
Amel	XP_002913450.2	Fox	Fox-F1
Opri	XP_058530279.1	Fox	Fox-F1
Pgig	XP_039744668.1	Fox	Fox-F1
Casi	XP_006860182.1	Fox	Fox-F1
Mmus	NP_034556.2	Fox	Fox-F1
Cdid	XP_037671853.1	Fox	Fox-F1
Cpor	XP_003460772.2	Fox	Fox-F1
Equa	XP_046538978.1	Fox	Fox-F1
Ptig	XP_007082882.2	Fox	Fox-F1
Csim	XP_014648135.1	Fox	Fox-F1
Cdro	XP_031292478.1	Fox	Fox-F1
Rfer	XP_032985403.1	Fox	Fox-F1
Mang	XP_045746573.2	Fox	Fox-F1
Hamp	XP_057568154.1	Fox	Fox-F1
Oafe	XP_007937340.1	Fox	Fox-F1
Ttru	XP_033700961.1	Fox	Fox-F1
Mdom	XP_056669097.1	Fox	N/A
Shar	XP_031805673.1	Fox	N/A
Ggal	XP_425714.5	Fox	Fox-S1
Clup	XP_038427866.1	Fox	Fox-S1
Hsap	NP_004109.1	Fox	Fox-S1
Pgig	XP_039719969.1	Fox	Fox-S1
Bmus	XP_036682343.1	Fox	Fox-S1
Mdom	XP_001364156.2	Fox	Fox-S1
Amel	XP_002918325.1	Fox	Fox-S1
Shar	XP_031809982.1	Fox	Fox-S1
Bbub	XP_025119474.1	Fox	Fox-S1
Casi	XP_006860769.1	Fox	Fox-S1
Cdro	XP_010992198.2	Fox	Fox-S1
Mang	XP_045741514.1	Fox	Fox-S1
Pafr	XP_047627330.1	Fox	Fox-S1
Dnov	XP_004464085.1	Fox	Fox-S1
Opri	XP_004585763.2	Fox	Fox-S1
Cpor	XP_003476682.1	Fox	Fox-S1
Mjav	XP_017509202.2	Fox	Fox-S1
Csim	XP_004442549.2	Fox	Fox-S1
Rfer	XP_032950864.1	Fox	Fox-S1
Equa	XP_046536068.1	Fox	Fox-S1
Scar	XP_047396619.1	Fox	Fox-S1
Tman	XP_023581200.1	Fox	Fox-S1
Lcat	XP_045385439.1	Fox	Fox-S1
Emax	XP_049725743.1	Fox	Fox-S1
Mmus	NP_034356.1	Fox	Fox-S1
Ttru	XP_033696063.1	Fox	Fox-S1
Ptig	XP_007073610.2	Fox	Fox-S1
Hamp	XP_057559118.1	Fox	Fox-S1
Drot	XP_024415665.3	Fox	Fox-S1
Cimi	XP_017370299.1	Fox	Fox-S1
Oafe	XP_007932722.1	Fox	Fox-S1
Cdid	XP_037667492.1	Fox	Fox-S1
Ggal	XP_015135808.1	Fox	Fox-B2
Pafr	XP_047625507.1	Fox	Fox-B2
Shar	XP_012398564.2	Fox	Fox-B2
Csim	XP_004439686.1	Fox	Fox-B2
Scar	XP_047379799.1	Fox	Fox-B2
Cdro	XP_031305772.1	Fox	Fox-B2
Equa	XP_046519944.1	Fox	Fox-B2
Bbub	XP_006067725.3	Fox	Fox-B2
Cimi	XP_017398753.1	Fox	Fox-B2
Mmus	NP_032049.1	Fox	Fox-B2
Pgig	XP_039724438.1	Fox	Fox-B2
Lcat	XP_045418554.1	Fox	Fox-B2
Casi	XP_006834992.1	Fox	Fox-B2
Mdom	XP_003341714.1	Fox	Fox-B2
Mjav	XP_036847034.1	Fox	Fox-B2
Oana	XP_001508095.2	Fox	Fox-B2
Mang	XP_045737891.1	Fox	Fox-B2
Drot	XP_053776114.1	Fox	Fox-B2
Dnov	XP_023440163.2	Fox	Fox-B2
Opri	XP_058513381.1	Fox	Fox-B2
Ttru	XP_019789709.1	Fox	Fox-B2
Cdid	XP_037654560.1	Fox	Fox-B2
Tman	XP_023593539.1	Fox	Fox-B2
Amel	XP_034502902.1	Fox	Fox-B2
Bmus	XP_036712759.1	Fox	Fox-B2
Clup	XP_038381543.1	Fox	Fox-B2
Emax	XP_049751166.1	Fox	Fox-B2
Hsap	NP_001013757.1	Fox	Fox-B2
Rfer	XP_032978089.1	Fox	Fox-B2
Hamp	XP_057580851.1	Fox	Fox-B2
Oafe	XP_007936768.1	Fox	Fox-B2
Ptig	XP_042819403.1	Fox	Fox-B2
Oana	XP_001518148.2	Fox	Fox-B1
Clup	XP_038436513.1	Fox	Fox-B1
Shar	XP_003755656.2	Fox	Fox-B1
Ttru	XP_033708504.1	Fox	Fox-B1
Mjav	XP_017523883.1	Fox	Fox-B1
Casi	XP_006831648.1	Fox	Fox-B1
Rfer	XP_032964940.1	Fox	Fox-B1
Tman	XP_004374676.1	Fox	Fox-B1
Hsap	NP_036314.2	Fox	Fox-B1
Amel	XP_034516791.1	Fox	Fox-B1
Pgig	XP_039720931.1	Fox	Fox-B1
Cdro	XP_031308829.1	Fox	Fox-B1
Opri	XP_004578087.1	Fox	Fox-B1
Mang	XP_045755904.1	Fox	Fox-B1
Cimi	XP_017387405.1	Fox	Fox-B1
Dnov	XP_012376939.1	Fox	Fox-B1
Equa	XP_046508174.1	Fox	Fox-B1
Mdom	XP_001365592.1	Fox	Fox-B1
Scar	XP_047396474.1	Fox	Fox-B1
Emax	XP_049708649.1	Fox	Fox-B1
Bmus	XP_036700853.1	Fox	Fox-B1
Oafe	XP_007956505.1	Fox	Fox-B1
Bbub	XP_006043154.1	Fox	Fox-B1
Ggal	XP_004943811.1	Fox	Fox-B1
Cpor	XP_013000887.1	Fox	Fox-B1
Ptig	XP_042843621.1	Fox	Fox-B1
Mmus	NP_071773.2	Fox	Fox-B1
Csim	XP_004421699.1	Fox	Fox-B1
Hamp	XP_057575814.1	Fox	Fox-B1
Lcat	XP_045411390.1	Fox	Fox-B1
Cdid	XP_037691321.1	Fox	Fox-B1
Drot	XP_024424310.1	Fox	Fox-B1
Pafr	XP_047625395.1	Fox	Fox-B1
Oana	XP_028925820.1	Fox	Hnf-3b/Fox-A2
Mdom	XP_001382097.1	Fox	Hnf-3b/Fox-A2
Clup	XP_038427348.1	Fox	Hnf-3b/Fox-A2
Amel	XP_002924170.1	Fox	Hnf-3b/Fox-A2
Cimi	XP_017396970.1	Fox	Hnf-3b/Fox-A2
Mjav	XP_036878344.1	Fox	Hnf-3b/Fox-A2
Ttru	XP_019783169.2	Fox	Hnf-3b/Fox-A2
Mang	XP_045739756.1	Fox	Hnf-3b/Fox-A2
Shar	XP_003758186.1	Fox	Hnf-3b/Fox-A2
Emax	XP_049725634.1	Fox	Hnf-3b/Fox-A2
Scar	XP_047397766.1	Fox	Hnf-3b/Fox-A2
Pgig	XP_039730271.1	Fox	Hnf-3b/Fox-A2
Equa	XP_046535478.1	Fox	Hnf-3b/Fox-A2
Hsap	NP_068556.2	Fox	Hnf-3b/Fox-A2
Mmus	NP_001277994.1	Fox	Hnf-3b/Fox-A2
Lcat	XP_045385044.1	Fox	Hnf-3b/Fox-A2
Drot	XP_045050691.1	Fox	Hnf-3b/Fox-A2
Cdid	XP_037668003.1	Fox	Hnf-3b/Fox-A2
Tman	XP_004376477.1	Fox	Hnf-3b/Fox-A2
Casi	XP_006860717.1	Fox	Hnf-3b/Fox-A2
Oafe	XP_007948556.1	Fox	Hnf-3b/Fox-A2
Pafr	XP_047627543.1	Fox	Hnf-3b/Fox-A2
Hamp	XP_057558835.1	Fox	Hnf-3b/Fox-A2
Dnov	XP_023439993.2	Fox	Hnf-3b/Fox-A2
Bmus	XP_036681859.1	Fox	Hnf-3b/Fox-A2
Rfer	XP_032950275.1	Fox	Hnf-3b/Fox-A2
Cpor	XP_003476486.1	Fox	Hnf-3b/Fox-A2
Opri	XP_004585707.2	Fox	Hnf-3b/Fox-A2
Bbub	XP_044783908.1	Fox	Hnf-3b/Fox-A2
Cdro	XP_031290193.1	Fox	Hnf-3b/Fox-A2
Csim	XP_004442004.1	Fox	Hnf-3b/Fox-A2
Ptig	XP_042835681.1	Fox	Hnf-3b/Fox-A2
Ggal	XP_046794381.1	Fox	Hnf-3b/Fox-A2
Oana	XP_028902569.1	Fox	Fox-E3
Emax	XP_049731498.1	Fox	Fox-E3
